ID,Invoice_Number,Date,Product_Name,Price,Quantity_Soldd,Cost_per_Unit,Purchase_Type,Payment_Method,StoreID
10125,187037,20/12/2023,Chicken Sandwiches,9.95,233.97,2.85,In-store,Credit Card,88787
10126,187038,20/12/2023,Fries,3.49,187.11,0.88,In-store,Credit Card,88787
10127,187039,20/12/2023,Beverages,2.95,107.12,0.47,In-store,Credit Card,88787
10128,187040,20/12/2023,Sides & Other,4.99,57.92,2.25,In-store,Credit Card,88787
10129,190691,20/12/2023,Burgers,12.99,10.93,4.32,In-store,Cash,88787
10130,190692,20/12/2023,Chicken Sandwiches,9.95,34.47,2.85,In-store,Cash,88787
10131,190693,20/12/2023,Fries,3.49,143.55,0.88,In-store,Cash,88787
10132,190694,20/12/2023,Beverages,2.95,72.54,0.47,In-store,Cash,88787
10133,190695,20/12/2023,Sides & Other,4.99,11.82,2.25,In-store,Cash,88787
10134,194346,20/12/2023,Burgers,12.99,4,4.32,In-store,Gift card,88787
10135,194347,20/12/2023,Chicken Sandwiches,9.95,3.22,2.85,In-store,Gift card,88787
10136,194348,20/12/2023,Fries,3.49,6.88,0.88,In-store,Gift card,88787
10137,194349,20/12/2023,Beverages,2.95,4.07,0.47,In-store,Gift card,88787
10138,194350,20/12/2023,Sides & Other,4.99,1.8,2.25,In-store,Gift card,88787
10139,198001,20/12/2023,Burgers,12.99,298.38,4.32,Drive-thru,Credit Card,88787
10140,198002,20/12/2023,Chicken Sandwiches,9.95,159.7,2.85,Drive-thru,Credit Card,88787
10141,198003,20/12/2023,Fries,3.49,200.57,0.88,Drive-thru,Credit Card,88787
10142,198004,20/12/2023,Beverages,2.95,116.95,0.47,Drive-thru,Credit Card,88787
10143,198005,20/12/2023,Sides & Other,4.99,48.7,2.25,Drive-thru,Credit Card,88787
10144,201656,20/12/2023,Burgers,12.99,62.2,4.32,Drive-thru,Cash,88787
10145,201657,20/12/2023,Chicken Sandwiches,9.95,10.55,2.85,Drive-thru,Cash,88787
10146,201658,20/12/2023,Fries,3.49,86.25,0.88,Drive-thru,Cash,88787
10147,201659,20/12/2023,Beverages,2.95,20.68,0.47,Drive-thru,Cash,88787
10148,201660,20/12/2023,Sides & Other,4.99,14.03,2.25,Drive-thru,Cash,88787
10149,205311,20/12/2023,Burgers,12.99,8.62,4.32,Drive-thru,Gift card,88787
10150,205312,20/12/2023,Chicken Sandwiches,9.95,5.93,2.85,Drive-thru,Gift card,88787
10151,205313,20/12/2023,Fries,3.49,9.46,0.88,Drive-thru,Gift card,88787
10152,205314,20/12/2023,Beverages,2.95,33.9,0.47,Drive-thru,Gift card,88787
10153,205315,20/12/2023,Sides & Other,4.99,1.6,2.25,Drive-thru,Gift card,88787
10154,208966,20/12/2023,Burgers,12.99,4.46,4.32,Online,Credit Card,88787
10155,208967,20/12/2023,Chicken Sandwiches,9.95,14.07,2.85,Online,Credit Card,88787
10156,208968,20/12/2023,Fries,3.49,46.13,0.88,Online,Credit Card,88787
10157,208969,20/12/2023,Beverages,2.95,22.37,0.47,Online,Credit Card,88787
10158,208970,20/12/2023,Sides & Other,4.99,3.61,2.25,Online,Credit Card,88787
10159,212621,20/12/2023,Burgers,12.99,2.69,4.32,Online,Gift Card,88787
10160,212622,20/12/2023,Chicken Sandwiches,9.95,3.62,2.85,Online,Gift Card,88787
10161,212623,20/12/2023,Fries,3.49,4.3,0.88,Online,Gift Card,88787
10162,212624,20/12/2023,Beverages,2.95,3.39,0.47,Online,Gift Card,88787
10163,212625,20/12/2023,Sides & Other,4.99,1,2.25,Online,Gift Card,88787
10164,216276,20/12/2023,Burgers,12.99,232.95,4.32,In-store,Credit Card,88788
10165,216277,20/12/2023,Chicken Sandwiches,9.95,25.23,2.85,In-store,Credit Card,88788
10166,216278,20/12/2023,Fries,3.49,369.05,0.88,In-store,Credit Card,88788
10167,216279,20/12/2023,Beverages,2.95,184.41,0.47,In-store,Credit Card,88788
10168,216280,20/12/2023,Sides & Other,4.99,26.65,2.25,In-store,Credit Card,88788
10169,219931,20/12/2023,Burgers,12.99,33.87,4.32,In-store,Cash,88788
10170,219932,20/12/2023,Chicken Sandwiches,9.95,15.88,2.85,In-store,Cash,88788
10171,219933,20/12/2023,Fries,3.49,54.15,0.88,In-store,Cash,88788
10172,219934,20/12/2023,Beverages,2.95,70.17,0.47,In-store,Cash,88788
10173,219935,20/12/2023,Sides & Other,4.99,49.9,2.25,In-store,Cash,88788
10174,223586,20/12/2023,Burgers,12.99,4.7,4.32,In-store,Gift card,88788
10175,223587,20/12/2023,Chicken Sandwiches,9.95,1.61,2.85,In-store,Gift card,88788
10176,223588,20/12/2023,Fries,3.49,7.16,0.88,In-store,Gift card,88788
10177,223589,20/12/2023,Beverages,2.95,5.76,0.47,In-store,Gift card,88788
10178,223590,20/12/2023,Sides & Other,4.99,1.8,2.25,In-store,Gift card,88788
10179,227241,20/12/2023,Burgers,12.99,147.81,4.32,Drive-thru,Credit Card,88788
10180,227242,20/12/2023,Chicken Sandwiches,9.95,189.75,2.85,Drive-thru,Credit Card,88788
10181,227243,20/12/2023,Fries,3.49,1342.69,0.88,Drive-thru,Credit Card,88788
10182,227244,20/12/2023,Beverages,2.95,343.05,0.47,Drive-thru,Credit Card,88788
10183,227245,20/12/2023,Sides & Other,4.99,28.26,2.25,Drive-thru,Credit Card,88788
10184,230896,20/12/2023,Burgers,12.99,20.4,4.32,Drive-thru,Cash,88788
10185,230897,20/12/2023,Chicken Sandwiches,9.95,15.88,2.85,Drive-thru,Cash,88788
10186,230898,20/12/2023,Fries,3.49,117.48,0.88,Drive-thru,Cash,88788
10187,230899,20/12/2023,Beverages,2.95,206.44,0.47,Drive-thru,Cash,88788
10188,230900,20/12/2023,Sides & Other,4.99,2.2,2.25,Drive-thru,Cash,88788
10189,234551,20/12/2023,Burgers,12.99,0.85,4.32,Drive-thru,Gift card,88788
10190,234552,20/12/2023,Chicken Sandwiches,9.95,1.01,2.85,Drive-thru,Gift card,88788
10191,234553,20/12/2023,Fries,3.49,6.3,0.88,Drive-thru,Gift card,88788
10192,234554,20/12/2023,Beverages,2.95,19.66,0.47,Drive-thru,Gift card,88788
10193,234555,20/12/2023,Sides & Other,4.99,1.6,2.25,Drive-thru,Gift card,88788
10194,238206,20/12/2023,Burgers,12.99,17.63,4.32,Online,Credit Card,88788
10195,238207,20/12/2023,Chicken Sandwiches,9.95,19.7,2.85,Online,Credit Card,88788
10196,238208,20/12/2023,Fries,3.49,36.1,0.88,Online,Credit Card,88788
10197,238209,20/12/2023,Beverages,2.95,127.46,0.47,Online,Credit Card,88788
10198,238210,20/12/2023,Sides & Other,4.99,2.4,2.25,Online,Credit Card,88788
10199,241861,20/12/2023,Burgers,12.99,0.85,4.32,Online,Gift Card,88788
10200,241862,20/12/2023,Chicken Sandwiches,9.95,2.41,2.85,Online,Gift Card,88788
10201,241863,20/12/2023,Fries,3.49,3.44,0.88,Online,Gift Card,88788
10202,241864,20/12/2023,Beverages,2.95,10.85,0.47,Online,Gift Card,88788
10203,241865,20/12/2023,Sides & Other,4.99,1,2.25,Online,Gift Card,88788
10204,245516,20/12/2023,Burgers,12.99,133.72,4.32,In-store,Credit Card,88789
10205,245517,20/12/2023,Chicken Sandwiches,9.95,20.2,2.85,In-store,Credit Card,88789
10206,245518,20/12/2023,Fries,3.49,459.31,0.88,In-store,Credit Card,88789
10207,245519,20/12/2023,Beverages,2.95,301.69,0.47,In-store,Credit Card,88789
10208,245520,20/12/2023,Sides & Other,4.99,143.09,2.25,In-store,Credit Card,88789
10209,249171,20/12/2023,Burgers,12.99,12.09,4.32,In-store,Cash,88789
10210,249172,20/12/2023,Chicken Sandwiches,9.95,9.45,2.85,In-store,Cash,88789
10211,249173,20/12/2023,Fries,3.49,227.22,0.88,In-store,Cash,88789
10212,249174,20/12/2023,Beverages,2.95,44.07,0.47,In-store,Cash,88789
10213,249175,20/12/2023,Sides & Other,4.99,16.23,2.25,In-store,Cash,88789
10214,252826,20/12/2023,Burgers,12.99,2.54,4.32,In-store,Gift card,88789
10215,252827,20/12/2023,Chicken Sandwiches,9.95,4.42,2.85,In-store,Gift card,88789
10216,252828,20/12/2023,Fries,3.49,17.77,0.88,In-store,Gift card,88789
10217,252829,20/12/2023,Beverages,2.95,7.46,0.47,In-store,Gift card,88789
10218,252830,20/12/2023,Sides & Other,4.99,1.8,2.25,In-store,Gift card,88789
10219,256481,20/12/2023,Burgers,12.99,187.91,4.32,Drive-thru,Credit Card,88789
10220,256482,20/12/2023,Chicken Sandwiches,9.95,22.71,2.85,Drive-thru,Credit Card,88789
10221,256483,20/12/2023,Fries,3.49,1159.6,0.88,Drive-thru,Credit Card,88789
10222,256484,20/12/2023,Beverages,2.95,312.2,0.47,Drive-thru,Credit Card,88789
10223,256485,20/12/2023,Sides & Other,4.99,131.06,2.25,Drive-thru,Credit Card,88789
10224,260136,20/12/2023,Burgers,12.99,15.32,4.32,Drive-thru,Cash,88789
10225,260137,20/12/2023,Chicken Sandwiches,9.95,78.59,2.85,Drive-thru,Cash,88789
10226,260138,20/12/2023,Fries,3.49,43.55,0.88,Drive-thru,Cash,88789
10227,260139,20/12/2023,Beverages,2.95,87.46,0.47,Drive-thru,Cash,88789
10228,260140,20/12/2023,Sides & Other,4.99,34.07,2.25,Drive-thru,Cash,88789
10229,263791,20/12/2023,Burgers,12.99,1.85,4.32,Drive-thru,Gift card,88789
10230,263792,20/12/2023,Chicken Sandwiches,9.95,3.82,2.85,Drive-thru,Gift card,88789
10231,263793,20/12/2023,Fries,3.49,51.86,0.88,Drive-thru,Gift card,88789
10232,263794,20/12/2023,Beverages,2.95,10.17,0.47,Drive-thru,Gift card,88789
10233,263795,20/12/2023,Sides & Other,4.99,1.6,2.25,Drive-thru,Gift card,88789
10234,267446,20/12/2023,Burgers,12.99,9.85,4.32,Online,Credit Card,88789
10235,267447,20/12/2023,Chicken Sandwiches,9.95,2.31,2.85,Online,Credit Card,88789
10236,267448,20/12/2023,Fries,3.49,18.05,0.88,Online,Credit Card,88789
10237,267449,20/12/2023,Beverages,2.95,8.14,0.47,Online,Credit Card,88789
10238,267450,20/12/2023,Sides & Other,4.99,2,2.25,Online,Credit Card,88789
10239,271101,20/12/2023,Burgers,12.99,0.77,4.32,Online,Gift Card,88789
10240,271102,20/12/2023,Chicken Sandwiches,9.95,1.01,2.85,Online,Gift Card,88789
10241,271103,20/12/2023,Fries,3.49,4.01,0.88,Online,Gift Card,88789
10242,271104,20/12/2023,Beverages,2.95,4.07,0.47,Online,Gift Card,88789
10243,271105,20/12/2023,Sides & Other,4.99,1,2.25,Online,Gift Card,88789
10244,274756,20/12/2023,Burgers,12.99,244.42,4.32,In-store,Credit Card,88790
10245,274757,20/12/2023,Chicken Sandwiches,9.95,25.83,2.85,In-store,Credit Card,88790
10246,274758,20/12/2023,Fries,3.49,1170.77,0.88,In-store,Credit Card,88790
10247,274759,20/12/2023,Beverages,2.95,281.36,0.47,In-store,Credit Card,88790
10248,274760,20/12/2023,Sides & Other,4.99,16.23,2.25,In-store,Credit Card,88790
10249,278411,20/12/2023,Burgers,12.99,131.72,4.32,In-store,Cash,88790
10250,278412,20/12/2023,Chicken Sandwiches,9.95,4.22,2.85,In-store,Cash,88790
10251,278413,20/12/2023,Fries,3.49,45.27,0.88,In-store,Cash,88790
10252,278414,20/12/2023,Beverages,2.95,10.51,0.47,In-store,Cash,88790
10253,278415,20/12/2023,Sides & Other,4.99,45.29,2.25,In-store,Cash,88790
10254,282066,20/12/2023,Burgers,12.99,2.69,4.32,In-store,Gift card,88790
10255,282067,20/12/2023,Chicken Sandwiches,9.95,2.91,2.85,In-store,Gift card,88790
10256,282068,20/12/2023,Fries,3.49,11.46,0.88,In-store,Gift card,88790
10257,282069,20/12/2023,Beverages,2.95,23.39,0.47,In-store,Gift card,88790
10258,282070,20/12/2023,Sides & Other,4.99,1.8,2.25,In-store,Gift card,88790
10259,285721,20/12/2023,Burgers,12.99,477.83,4.32,Drive-thru,Credit Card,88790
10260,285722,20/12/2023,Chicken Sandwiches,9.95,20.7,2.85,Drive-thru,Credit Card,88790
10261,285723,20/12/2023,Fries,3.49,354.15,0.88,Drive-thru,Credit Card,88790
10262,285724,20/12/2023,Beverages,2.95,121.36,0.47,Drive-thru,Credit Card,88790
10263,285725,20/12/2023,Sides & Other,4.99,15.43,2.25,Drive-thru,Credit Card,88790
10264,289376,20/12/2023,Burgers,12.99,41.8,4.32,Drive-thru,Cash,88790
10265,289377,20/12/2023,Chicken Sandwiches,9.95,10.35,2.85,Drive-thru,Cash,88790
10266,289378,20/12/2023,Fries,3.49,24.07,0.88,Drive-thru,Cash,88790
10267,289379,20/12/2023,Beverages,2.95,37.29,0.47,Drive-thru,Cash,88790
10268,289380,20/12/2023,Sides & Other,4.99,12.02,2.25,Drive-thru,Cash,88790
10269,293031,20/12/2023,Burgers,12.99,2,4.32,Drive-thru,Gift card,88790
10270,293032,20/12/2023,Chicken Sandwiches,9.95,1.01,2.85,Drive-thru,Gift card,88790
10271,293033,20/12/2023,Fries,3.49,14.04,0.88,Drive-thru,Gift card,88790
10272,293034,20/12/2023,Beverages,2.95,12.88,0.47,Drive-thru,Gift card,88790
10273,293035,20/12/2023,Sides & Other,4.99,1.6,2.25,Drive-thru,Gift card,88790
10274,296686,20/12/2023,Burgers,12.99,39.88,4.32,Online,Credit Card,88790
10275,296687,20/12/2023,Chicken Sandwiches,9.95,2.91,2.85,Online,Credit Card,88790
10276,296688,20/12/2023,Fries,3.49,80.52,0.88,Online,Credit Card,88790
10277,296689,20/12/2023,Beverages,2.95,30.51,0.47,Online,Credit Card,88790
10278,296690,20/12/2023,Sides & Other,4.99,4.41,2.25,Online,Credit Card,88790
10279,300341,20/12/2023,Burgers,12.99,0.92,4.32,Online,Gift Card,88790
10280,300342,20/12/2023,Chicken Sandwiches,9.95,2.41,2.85,Online,Gift Card,88790
10281,300343,20/12/2023,Fries,3.49,6.59,0.88,Online,Gift Card,88790
10282,300344,20/12/2023,Beverages,2.95,4.07,0.47,Online,Gift Card,88790
10283,300345,20/12/2023,Sides & Other,4.99,1,2.25,Online,Gift Card,88790
10284,303996,20/12/2023,Burgers,12.99,133.41,4.32,In-store,Credit Card,88791
10285,303997,20/12/2023,Chicken Sandwiches,9.95,276.28,2.85,In-store,Credit Card,88791
10286,303998,20/12/2023,Fries,3.49,256.16,0.88,In-store,Credit Card,88791
10287,303999,20/12/2023,Beverages,2.95,260.34,0.47,In-store,Credit Card,88791
10288,304000,20/12/2023,Sides & Other,4.99,6.21,2.25,In-store,Credit Card,88791
10289,307651,20/12/2023,Burgers,12.99,26.1,4.32,In-store,Cash,88791
10290,307652,20/12/2023,Chicken Sandwiches,9.95,5.73,2.85,In-store,Cash,88791
10291,307653,20/12/2023,Fries,3.49,232.95,0.88,In-store,Cash,88791
10292,307654,20/12/2023,Beverages,2.95,178.98,0.47,In-store,Cash,88791
10293,307655,20/12/2023,Sides & Other,4.99,8.42,2.25,In-store,Cash,88791
10294,311306,20/12/2023,Burgers,12.99,1.92,4.32,In-store,Gift card,88791
10295,311307,20/12/2023,Chicken Sandwiches,9.95,1.21,2.85,In-store,Gift card,88791
10296,311308,20/12/2023,Fries,3.49,4.01,0.88,In-store,Gift card,88791
10297,311309,20/12/2023,Beverages,2.95,13.56,0.47,In-store,Gift card,88791
10298,311310,20/12/2023,Sides & Other,4.99,1.8,2.25,In-store,Gift card,88791
10299,314961,20/12/2023,Burgers,12.99,204.7,4.32,Drive-thru,Credit Card,88791
10300,314962,20/12/2023,Chicken Sandwiches,9.95,91.06,2.85,Drive-thru,Credit Card,88791
10301,314963,20/12/2023,Fries,3.49,322.06,0.88,Drive-thru,Credit Card,88791
10302,314964,20/12/2023,Beverages,2.95,48.81,0.47,Drive-thru,Credit Card,88791
10303,314965,20/12/2023,Sides & Other,4.99,8.02,2.25,Drive-thru,Credit Card,88791
10304,318616,20/12/2023,Burgers,12.99,110.85,4.32,Drive-thru,Cash,88791
10305,318617,20/12/2023,Chicken Sandwiches,9.95,8.94,2.85,Drive-thru,Cash,88791
10306,318618,20/12/2023,Fries,3.49,352.44,0.88,Drive-thru,Cash,88791
10307,318619,20/12/2023,Beverages,2.95,9.15,0.47,Drive-thru,Cash,88791
10308,318620,20/12/2023,Sides & Other,4.99,39.68,2.25,Drive-thru,Cash,88791
10309,322271,20/12/2023,Burgers,12.99,3.08,4.32,Drive-thru,Gift card,88791
10310,322272,20/12/2023,Chicken Sandwiches,9.95,1.21,2.85,Drive-thru,Gift card,88791
10311,322273,20/12/2023,Fries,3.49,8.02,0.88,Drive-thru,Gift card,88791
10312,322274,20/12/2023,Beverages,2.95,3.39,0.47,Drive-thru,Gift card,88791
10313,322275,20/12/2023,Sides & Other,4.99,1.6,2.25,Drive-thru,Gift card,88791
10314,325926,20/12/2023,Burgers,12.99,25.64,4.32,Online,Credit Card,88791
10315,325927,20/12/2023,Chicken Sandwiches,9.95,3.92,2.85,Online,Credit Card,88791
10316,325928,20/12/2023,Fries,3.49,19.48,0.88,Online,Credit Card,88791
10317,325929,20/12/2023,Beverages,2.95,27.8,0.47,Online,Credit Card,88791
10318,325930,20/12/2023,Sides & Other,4.99,23.65,2.25,Online,Credit Card,88791
10319,329581,20/12/2023,Burgers,12.99,1.69,4.32,Online,Gift Card,88791
10320,329582,20/12/2023,Chicken Sandwiches,9.95,4.72,2.85,Online,Gift Card,88791
10321,329583,20/12/2023,Fries,3.49,6.02,0.88,Online,Gift Card,88791
10322,329584,20/12/2023,Beverages,2.95,15.25,0.47,Online,Gift Card,88791
10323,329585,20/12/2023,Sides & Other,4.99,1,2.25,Online,Gift Card,88791
10324,333236,20/12/2023,Burgers,12.99,110.32,4.32,In-store,Credit Card,88792
10325,333237,20/12/2023,Chicken Sandwiches,9.95,155.78,2.85,In-store,Credit Card,88792
10326,333238,20/12/2023,Fries,3.49,226.65,0.88,In-store,Credit Card,88792
10327,333239,20/12/2023,Beverages,2.95,448.47,0.47,In-store,Credit Card,88792
10328,333240,20/12/2023,Sides & Other,4.99,232.46,2.25,In-store,Credit Card,88792
10329,336891,20/12/2023,Burgers,12.99,64.43,4.32,In-store,Cash,88792
10330,336892,20/12/2023,Chicken Sandwiches,9.95,15.48,2.85,In-store,Cash,88792
10331,336893,20/12/2023,Fries,3.49,91.4,0.88,In-store,Cash,88792
10332,336894,20/12/2023,Beverages,2.95,34.92,0.47,In-store,Cash,88792
10333,336895,20/12/2023,Sides & Other,4.99,4.81,2.25,In-store,Cash,88792
10334,340546,20/12/2023,Burgers,12.99,2,4.32,In-store,Gift card,88792
10335,340547,20/12/2023,Chicken Sandwiches,9.95,4.52,2.85,In-store,Gift card,88792
10336,340548,20/12/2023,Fries,3.49,3.44,0.88,In-store,Gift card,88792
10337,340549,20/12/2023,Beverages,2.95,12.2,0.47,In-store,Gift card,88792
10338,340550,20/12/2023,Sides & Other,4.99,1.8,2.25,In-store,Gift card,88792
10339,344201,20/12/2023,Burgers,12.99,142.42,4.32,Drive-thru,Credit Card,88792
10340,344202,20/12/2023,Chicken Sandwiches,9.95,41.21,2.85,Drive-thru,Credit Card,88792
10341,344203,20/12/2023,Fries,3.49,627.79,0.88,Drive-thru,Credit Card,88792
10342,344204,20/12/2023,Beverages,2.95,788.14,0.47,Drive-thru,Credit Card,88792
10343,344205,20/12/2023,Sides & Other,4.99,60.12,2.25,Drive-thru,Credit Card,88792
10344,347856,20/12/2023,Burgers,12.99,28.48,4.32,Drive-thru,Cash,88792
10345,347857,20/12/2023,Chicken Sandwiches,9.95,8.24,2.85,Drive-thru,Cash,88792
10346,347858,20/12/2023,Fries,3.49,239.83,0.88,Drive-thru,Cash,88792
10347,347859,20/12/2023,Beverages,2.95,214.58,0.47,Drive-thru,Cash,88792
10348,347860,20/12/2023,Sides & Other,4.99,10.22,2.25,Drive-thru,Cash,88792
10349,351511,20/12/2023,Burgers,12.99,7.7,4.32,Drive-thru,Gift card,88792
10350,351512,20/12/2023,Chicken Sandwiches,9.95,6.33,2.85,Drive-thru,Gift card,88792
10351,351513,20/12/2023,Fries,3.49,6.59,0.88,Drive-thru,Gift card,88792
10352,351514,20/12/2023,Beverages,2.95,32.54,0.47,Drive-thru,Gift card,88792
10353,351515,20/12/2023,Sides & Other,4.99,1.6,2.25,Drive-thru,Gift card,88792
10354,355166,20/12/2023,Burgers,12.99,35.57,4.32,Online,Credit Card,88792
10355,355167,20/12/2023,Chicken Sandwiches,9.95,14.77,2.85,Online,Credit Card,88792
10356,355168,20/12/2023,Fries,3.49,52.15,0.88,Online,Credit Card,88792
10357,355169,20/12/2023,Beverages,2.95,33.22,0.47,Online,Credit Card,88792
10358,355170,20/12/2023,Sides & Other,4.99,2.2,2.25,Online,Credit Card,88792
10359,358821,20/12/2023,Burgers,12.99,2.16,4.32,Online,Gift Card,88792
10360,358822,20/12/2023,Chicken Sandwiches,9.95,4.22,2.85,Online,Gift Card,88792
10361,358823,20/12/2023,Fries,3.49,4.87,0.88,Online,Gift Card,88792
10362,358824,20/12/2023,Beverages,2.95,4.75,0.47,Online,Gift Card,88792
10363,358825,20/12/2023,Sides & Other,4.99,1,2.25,Online,Gift Card,88792
10364,362476,20/12/2023,Burgers,12.99,281.14,4.32,In-store,Credit Card,88793
10365,362477,20/12/2023,Chicken Sandwiches,9.95,25.73,2.85,In-store,Credit Card,88793
10366,362478,20/12/2023,Fries,3.49,349.57,0.88,In-store,Credit Card,88793
10367,362479,20/12/2023,Beverages,2.95,307.12,0.47,In-store,Credit Card,88793
10368,362480,20/12/2023,Sides & Other,4.99,84.77,2.25,In-store,Credit Card,88793
10369,366131,20/12/2023,Burgers,12.99,113.7,4.32,In-store,Cash,88793
10370,366132,20/12/2023,Chicken Sandwiches,9.95,10.15,2.85,In-store,Cash,88793
10371,366133,20/12/2023,Fries,3.49,73.35,0.88,In-store,Cash,88793
10372,366134,20/12/2023,Beverages,2.95,113.9,0.47,In-store,Cash,88793
10373,366135,20/12/2023,Sides & Other,4.99,12.22,2.25,In-store,Cash,88793
10374,369786,20/12/2023,Burgers,12.99,0.85,4.32,In-store,Gift card,88793
10375,369787,20/12/2023,Chicken Sandwiches,9.95,1.01,2.85,In-store,Gift card,88793
10376,369788,20/12/2023,Fries,3.49,12.03,0.88,In-store,Gift card,88793
10377,369789,20/12/2023,Beverages,2.95,8.14,0.47,In-store,Gift card,88793
10378,369790,20/12/2023,Sides & Other,4.99,1.8,2.25,In-store,Gift card,88793
10379,373441,20/12/2023,Burgers,12.99,130.1,4.32,Drive-thru,Credit Card,88793
10380,373442,20/12/2023,Chicken Sandwiches,9.95,101.11,2.85,Drive-thru,Credit Card,88793
10381,373443,20/12/2023,Fries,3.49,89.4,0.88,Drive-thru,Credit Card,88793
10382,373444,20/12/2023,Beverages,2.95,512.54,0.47,Drive-thru,Credit Card,88793
10383,373445,20/12/2023,Sides & Other,4.99,53.51,2.25,Drive-thru,Credit Card,88793
10384,377096,20/12/2023,Burgers,12.99,86.37,4.32,Drive-thru,Cash,88793
10385,377097,20/12/2023,Chicken Sandwiches,9.95,53.07,2.85,Drive-thru,Cash,88793
10386,377098,20/12/2023,Fries,3.49,58.45,0.88,Drive-thru,Cash,88793
10387,377099,20/12/2023,Beverages,2.95,42.71,0.47,Drive-thru,Cash,88793
10388,377100,20/12/2023,Sides & Other,4.99,37.88,2.25,Drive-thru,Cash,88793
10389,380751,20/12/2023,Burgers,12.99,2,4.32,Drive-thru,Gift card,88793
10390,380752,20/12/2023,Chicken Sandwiches,9.95,8.74,2.85,Drive-thru,Gift card,88793
10391,380753,20/12/2023,Fries,3.49,3.44,0.88,Drive-thru,Gift card,88793
10392,380754,20/12/2023,Beverages,2.95,4.07,0.47,Drive-thru,Gift card,88793
10393,380755,20/12/2023,Sides & Other,4.99,1.6,2.25,Drive-thru,Gift card,88793
10394,384406,20/12/2023,Burgers,12.99,8.55,4.32,Online,Credit Card,88793
10395,384407,20/12/2023,Chicken Sandwiches,9.95,9.85,2.85,Online,Credit Card,88793
10396,384408,20/12/2023,Fries,3.49,86.53,0.88,Online,Credit Card,88793
10397,384409,20/12/2023,Beverages,2.95,22.71,0.47,Online,Credit Card,88793
10398,384410,20/12/2023,Sides & Other,4.99,4.81,2.25,Online,Credit Card,88793
10399,388061,20/12/2023,Burgers,12.99,3.23,4.32,Online,Gift Card,88793
10400,388062,20/12/2023,Chicken Sandwiches,9.95,1.11,2.85,Online,Gift Card,88793
10401,388063,20/12/2023,Fries,3.49,3.15,0.88,Online,Gift Card,88793
10402,388064,20/12/2023,Beverages,2.95,3.73,0.47,Online,Gift Card,88793
10403,388065,20/12/2023,Sides & Other,4.99,1,2.25,Online,Gift Card,88793
10404,11601,21/12/2023,Burgers,12.99,139.11,4.32,In-store,Credit Card,88781
10405,11602,21/12/2023,Chicken Sandwiches,9.95,59.4,2.85,In-store,Credit Card,88781
10406,11603,21/12/2023,Fries,3.49,871.63,0.88,In-store,Credit Card,88781
10407,11604,21/12/2023,Beverages,2.95,502.03,0.47,In-store,Credit Card,88781
10408,11605,21/12/2023,Sides & Other,4.99,53.31,2.25,In-store,Credit Card,88781
10409,15256,21/12/2023,Burgers,12.99,16.55,4.32,In-store,Cash,88781
10410,15257,21/12/2023,Chicken Sandwiches,9.95,8.04,2.85,In-store,Cash,88781
10411,15258,21/12/2023,Fries,3.49,25.5,0.88,In-store,Cash,88781
10412,15259,21/12/2023,Beverages,2.95,36.95,0.47,In-store,Cash,88781
10413,15260,21/12/2023,Sides & Other,4.99,20.04,2.25,In-store,Cash,88781
10414,18911,21/12/2023,Burgers,12.99,4.7,4.32,In-store,Gift card,88781
10415,18912,21/12/2023,Chicken Sandwiches,9.95,2.41,2.85,In-store,Gift card,88781
10416,18913,21/12/2023,Fries,3.49,9.74,0.88,In-store,Gift card,88781
10417,18914,21/12/2023,Beverages,2.95,6.44,0.47,In-store,Gift card,88781
10418,18915,21/12/2023,Sides & Other,4.99,1.8,2.25,In-store,Gift card,88781
10419,22566,21/12/2023,Burgers,12.99,182.37,4.32,Drive-thru,Credit Card,88781
10420,22567,21/12/2023,Chicken Sandwiches,9.95,48.44,2.85,Drive-thru,Credit Card,88781
10421,22568,21/12/2023,Fries,3.49,89.97,0.88,Drive-thru,Credit Card,88781
10422,22569,21/12/2023,Beverages,2.95,165.42,0.47,Drive-thru,Credit Card,88781
10423,22570,21/12/2023,Sides & Other,4.99,25.85,2.25,Drive-thru,Credit Card,88781
10424,26221,21/12/2023,Burgers,12.99,15.32,4.32,Drive-thru,Cash,88781
10425,26222,21/12/2023,Chicken Sandwiches,9.95,16.98,2.85,Drive-thru,Cash,88781
10426,26223,21/12/2023,Fries,3.49,123.5,0.88,Drive-thru,Cash,88781
10427,26224,21/12/2023,Beverages,2.95,92.88,0.47,Drive-thru,Cash,88781
10428,26225,21/12/2023,Sides & Other,4.99,16.03,2.25,Drive-thru,Cash,88781
10429,29876,21/12/2023,Burgers,12.99,9.85,4.32,Drive-thru,Gift card,88781
10430,29877,21/12/2023,Chicken Sandwiches,9.95,6.93,2.85,Drive-thru,Gift card,88781
10431,29878,21/12/2023,Fries,3.49,21.49,0.88,Drive-thru,Gift card,88781
10432,29879,21/12/2023,Beverages,2.95,10.51,0.47,Drive-thru,Gift card,88781
10433,29880,21/12/2023,Sides & Other,4.99,1.6,2.25,Drive-thru,Gift card,88781
10434,33531,21/12/2023,Burgers,12.99,25.79,4.32,Online,Credit Card,88781
10435,33532,21/12/2023,Chicken Sandwiches,9.95,4.42,2.85,Online,Credit Card,88781
10436,33533,21/12/2023,Fries,3.49,253.3,0.88,Online,Credit Card,88781
10437,33534,21/12/2023,Beverages,2.95,20,0.47,Online,Credit Card,88781
